pnum,year,timedate,date,time_min,sunrise,sunrise_min,diff_time
20221C24C,2022,2022-04-08 04:56:14.208000,2022-04-08,296,2022-04-08 05:25:05.773430+00:00,325,-29
20221C24C,2022,2022-04-09 04:52:09.037333,2022-04-09,292,2022-04-09 05:22:51.644800+00:00,322,-30
20221C24C,2022,2022-04-10 04:54:30.656000,2022-04-10,294,2022-04-10 05:20:38.030821+00:00,320,-26
20221C24C,2022,2022-04-11 04:56:08.448000,2022-04-11,296,2022-04-11 05:18:24.964349+00:00,318,-22
20221C24C,2022,2022-04-13 04:46:22.696000,2022-04-13,286,2022-04-13 05:14:00.607320+00:00,314,-28
20221C25,2022,2022-04-18 04:29:36.866667,2022-04-18,269,2022-04-18 05:03:11.676458+00:00,303,-34
20221C25,2022,2022-04-19 04:27:17.792000,2022-04-19,267,2022-04-19 05:01:04.224113+00:00,301,-34
20221C25,2022,2022-04-20 04:28:53.544000,2022-04-20,268,2022-04-20 04:58:57.635019+00:00,298,-30
20221C26,2022,2022-04-08 05:05:21.290667,2022-04-08,305,2022-04-08 05:25:05.773430+00:00,325,-20
20221C26,2022,2022-04-09 04:57:37.066667,2022-04-09,297,2022-04-09 05:22:51.644800+00:00,322,-25
20221C26,2022,2022-04-10 04:51:18.720000,2022-04-10,291,2022-04-10 05:20:38.030821+00:00,320,-29
20221C4,2022,2022-04-11 04:46:48.312000,2022-04-11,286,2022-04-11 05:18:24.964349+00:00,318,-32
20221C4,2022,2022-04-12 05:04:26.373333,2022-04-12,304,2022-04-12 05:16:12.478629+00:00,316,-12
20221C4,2022,2022-04-13 04:50:57.109333,2022-04-13,290,2022-04-13 05:14:00.607320+00:00,314,-24
20221C4,2022,2022-04-15 04:45:12.528000,2022-04-15,285,2022-04-15 05:09:38.844755+00:00,309,-24
20221C4,2022,2022-04-16 04:49:30.165333,2022-04-16,289,2022-04-16 05:07:29.023067+00:00,307,-18
20221C56,2022,2022-04-02 05:04:40.656000,2022-04-02,304,2022-04-02 05:38:39.556442+00:00,338,-34
20221C56,2022,2022-04-03 05:00:56.773333,2022-04-03,300,2022-04-03 05:36:23.010883+00:00,336,-36
20221C56,2022,2022-04-04 05:11:36.192000,2022-04-04,311,2022-04-04 05:34:06.789754+00:00,334,-23
20221C56,2022,2022-04-05 05:02:42.528000,2022-04-05,302,2022-04-05 05:31:50.924057+00:00,331,-29
20221C56,2022,2022-04-06 04:58:25.365333,2022-04-06,298,2022-04-06 05:29:35.445039+00:00,329,-31
20221C56,2022,2022-04-07 05:10:05.378667,2022-04-07,310,2022-04-07 05:27:20.384224+00:00,327,-17
20221C56,2022,2022-04-09 04:50:04.586667,2022-04-09,290,2022-04-09 05:22:51.644800+00:00,322,-32
20221C61A,2022,2022-04-10 04:48:48.170667,2022-04-10,288,2022-04-10 05:20:38.030821+00:00,320,-32
20221C61A,2022,2022-04-11 04:48:32.640000,2022-04-11,288,2022-04-11 05:18:24.964349+00:00,318,-30
20221C61A,2022,2022-04-12 04:53:28.128000,2022-04-12,293,2022-04-12 05:16:12.478629+00:00,316,-23
20221C62,2022,2022-04-03 05:09:56.000000,2022-04-03,309,2022-04-03 05:36:23.010883+00:00,336,-27
20221C62,2022,2022-04-05 05:15:20.133333,2022-04-05,315,2022-04-05 05:31:50.924057+00:00,331,-16
20221C62,2022,2022-04-06 05:10:00.512000,2022-04-06,310,2022-04-06 05:29:35.445039+00:00,329,-19
20221C62,2022,2022-04-07 05:10:11.456000,2022-04-07,310,2022-04-07 05:27:20.384224+00:00,327,-17
20221C62,2022,2022-04-08 05:03:00.674667,2022-04-08,303,2022-04-08 05:25:05.773430+00:00,325,-22
20221C62,2022,2022-04-09 04:58:05.504000,2022-04-09,298,2022-04-09 05:22:51.644800+00:00,322,-24
20221CP16,2022,2022-04-18 04:29:32.633333,2022-04-18,269,2022-04-18 05:03:11.676458+00:00,303,-34
20221CP16,2022,2022-04-19 04:29:30.900000,2022-04-19,269,2022-04-19 05:01:04.224113+00:00,301,-32
20221CP18,2022,2022-04-20 04:34:46.421333,2022-04-20,274,2022-04-20 04:58:57.635019+00:00,298,-24
20221O59,2022,2022-03-31 05:24:16.224000,2022-03-31,324,2022-03-31 05:43:13.497953+00:00,343,-19
20221O59,2022,2022-04-11 04:50:46.066667,2022-04-11,290,2022-04-11 05:18:24.964349+00:00,318,-28
20221O59,2022,2022-04-12 04:58:47.210667,2022-04-12,298,2022-04-12 05:16:12.478629+00:00,316,-18
20221O60,2022,2022-04-02 05:06:41.066667,2022-04-02,306,2022-04-02 05:38:39.556442+00:00,338,-32
20221O60,2022,2022-04-03 05:05:07.680000,2022-04-03,305,2022-04-03 05:36:23.010883+00:00,336,-31
20221O60,2022,2022-04-05 04:59:43.752000,2022-04-05,299,2022-04-05 05:31:50.924057+00:00,331,-32
20221O60,2022,2022-04-06 04:58:24.442667,2022-04-06,298,2022-04-06 05:29:35.445039+00:00,329,-31
20221O60,2022,2022-04-07 04:52:38.816000,2022-04-07,292,2022-04-07 05:27:20.384224+00:00,327,-35
20221O61,2022,2022-04-02 05:09:44.746667,2022-04-02,309,2022-04-02 05:38:39.556442+00:00,338,-29
20221O61,2022,2022-04-03 05:33:37.141333,2022-04-03,333,2022-04-03 05:36:23.010883+00:00,336,-3
20221O61,2022,2022-04-04 05:13:48.468000,2022-04-04,313,2022-04-04 05:34:06.789754+00:00,334,-21
20221O61,2022,2022-04-05 05:06:13.906667,2022-04-05,306,2022-04-05 05:31:50.924057+00:00,331,-25
20221O61,2022,2022-04-06 04:59:49.968000,2022-04-06,299,2022-04-06 05:29:35.445039+00:00,329,-30
20221O61,2022,2022-04-07 04:55:23.300000,2022-04-07,295,2022-04-07 05:27:20.384224+00:00,327,-32
20221O68,2022,2022-04-14 04:48:58.848000,2022-04-14,288,2022-04-14 05:11:49.384513+00:00,311,-23
20221O68,2022,2022-04-15 04:37:58.464000,2022-04-15,277,2022-04-15 05:09:38.844755+00:00,309,-32
20221O68,2022,2022-04-16 04:39:10.240000,2022-04-16,279,2022-04-16 05:07:29.023067+00:00,307,-28
20221O73,2022,2022-04-14 04:42:36.213333,2022-04-14,282,2022-04-14 05:11:49.384513+00:00,311,-29
20221O73,2022,2022-04-15 04:40:14.442667,2022-04-15,280,2022-04-15 05:09:38.844755+00:00,309,-29
20221O73,2022,2022-04-16 04:37:12.757333,2022-04-16,277,2022-04-16 05:07:29.023067+00:00,307,-30
20221O74,2022,2022-04-06 05:09:02.400000,2022-04-06,309,2022-04-06 05:29:35.445039+00:00,329,-20
20221O74,2022,2022-04-07 05:07:41.696000,2022-04-07,307,2022-04-07 05:27:20.384224+00:00,327,-20
20221O74,2022,2022-04-08 05:29:33.024000,2022-04-08,329,2022-04-08 05:25:05.773430+00:00,325,4
20221O75D,2022,2022-04-11 04:44:28.506667,2022-04-11,284,2022-04-11 05:18:24.964349+00:00,318,-34
20221O75D,2022,2022-04-13 04:41:26.933333,2022-04-13,281,2022-04-13 05:14:00.607320+00:00,314,-33
20221O78,2022,2022-04-20 04:35:00.192000,2022-04-20,275,2022-04-20 04:58:57.635019+00:00,298,-23
20221O78,2022,2022-04-21 04:27:45.066667,2022-04-21,267,2022-04-21 04:56:51.946833+00:00,296,-29
20221O78,2022,2022-04-22 04:31:18.904000,2022-04-22,271,2022-04-22 04:54:47.197779+00:00,294,-23
20221O78A,2022,2022-04-14 04:41:47.264000,2022-04-14,281,2022-04-14 05:11:49.384513+00:00,311,-30
20221O78A,2022,2022-04-15 04:39:58.933333,2022-04-15,279,2022-04-15 05:09:38.844755+00:00,309,-30
20221O78A,2022,2022-04-16 04:41:24.514667,2022-04-16,281,2022-04-16 05:07:29.023067+00:00,307,-26
20221O87,2022,2022-04-20 04:42:13.710667,2022-04-20,282,2022-04-20 04:58:57.635019+00:00,298,-16
20221P12,2022,2022-04-21 04:32:25.141333,2022-04-21,272,2022-04-21 04:56:51.946833+00:00,296,-24
20221P12,2022,2022-04-22 04:32:23.688000,2022-04-22,272,2022-04-22 04:54:47.197779+00:00,294,-22
20221P12,2022,2022-04-23 04:34:13.613333,2022-04-23,274,2022-04-23 04:52:43.426672+00:00,292,-18
20221P7,2022,2022-04-18 04:29:52.266667,2022-04-18,269,2022-04-18 05:03:11.676458+00:00,303,-34
20221P7,2022,2022-04-19 04:28:07.509333,2022-04-19,268,2022-04-19 05:01:04.224113+00:00,301,-33
20221P7,2022,2022-04-20 04:38:55.776000,2022-04-20,278,2022-04-20 04:58:57.635019+00:00,298,-20
20221SW1,2022,2022-04-10 04:48:37.445333,2022-04-10,288,2022-04-10 05:20:38.030821+00:00,320,-32
20221SW1,2022,2022-04-11 04:47:00.141333,2022-04-11,287,2022-04-11 05:18:24.964349+00:00,318,-31
20221SW1,2022,2022-04-12 04:57:55.005333,2022-04-12,297,2022-04-12 05:16:12.478629+00:00,316,-19
20221SW103,2022,2022-04-17 04:35:02.784000,2022-04-17,275,2022-04-17 05:05:19.954960+00:00,305,-30
20221SW103,2022,2022-04-18 04:34:19.136000,2022-04-18,274,2022-04-18 05:03:11.676458+00:00,303,-29
20221SW103,2022,2022-04-19 04:29:39.477333,2022-04-19,269,2022-04-19 05:01:04.224113+00:00,301,-32
20221EX2,2022,2022-04-11 04:46:12.008000,2022-04-11,286,2022-04-11 05:18:24.964349+00:00,318,-32
20221EX2,2022,2022-04-12 04:53:52.256000,2022-04-12,293,2022-04-12 05:16:12.478629+00:00,316,-23
20221EX2,2022,2022-04-13 04:45:52.026667,2022-04-13,285,2022-04-13 05:14:00.607320+00:00,314,-29
20221EX20,2022,2022-04-19 04:38:18.346667,2022-04-19,278,2022-04-19 05:01:04.224113+00:00,301,-23
20221EX21,2022,2022-04-14 04:44:30.084000,2022-04-14,284,2022-04-14 05:11:49.384513+00:00,311,-27
20221EX21,2022,2022-04-15 04:42:24.704000,2022-04-15,282,2022-04-15 05:09:38.844755+00:00,309,-27
20221EX21,2022,2022-04-17 04:40:00.346667,2022-04-17,280,2022-04-17 05:05:19.954960+00:00,305,-25
20221EX21,2022,2022-04-18 04:38:36.144000,2022-04-18,278,2022-04-18 05:03:11.676458+00:00,303,-25
20221EX22,2022,2022-04-06 04:56:31.680000,2022-04-06,296,2022-04-06 05:29:35.445039+00:00,329,-33
20221EX22,2022,2022-04-07 04:56:55.160000,2022-04-07,296,2022-04-07 05:27:20.384224+00:00,327,-31
20221EX22,2022,2022-04-08 04:59:03.661333,2022-04-08,299,2022-04-08 05:25:05.773430+00:00,325,-26
20221EX26,2022,2022-04-18 04:34:45.933333,2022-04-18,274,2022-04-18 05:03:11.676458+00:00,303,-29
20221EX26,2022,2022-04-19 04:37:48.432000,2022-04-19,277,2022-04-19 05:01:04.224113+00:00,301,-24
20221EX26,2022,2022-04-20 04:40:21.376000,2022-04-20,280,2022-04-20 04:58:57.635019+00:00,298,-18
20221EX34,2022,2022-04-06 05:00:47.254667,2022-04-06,300,2022-04-06 05:29:35.445039+00:00,329,-29
20221EX34,2022,2022-04-07 05:01:18.656000,2022-04-07,301,2022-04-07 05:27:20.384224+00:00,327,-26
20221EX34,2022,2022-04-08 05:02:04.777333,2022-04-08,302,2022-04-08 05:25:05.773430+00:00,325,-23
20221EX34,2022,2022-04-09 04:53:06.754667,2022-04-09,293,2022-04-09 05:22:51.644800+00:00,322,-29
20221EX34,2022,2022-04-10 04:56:09.688000,2022-04-10,296,2022-04-10 05:20:38.030821+00:00,320,-24
20221EX34,2022,2022-04-11 05:00:12.373333,2022-04-11,300,2022-04-11 05:18:24.964349+00:00,318,-18
20221EX38,2022,2022-04-23 04:27:54.936000,2022-04-23,267,2022-04-23 04:52:43.426672+00:00,292,-25
20221EX38,2022,2022-04-24 04:22:34.480000,2022-04-24,262,2022-04-24 04:50:40.672918+00:00,290,-28
20221EX38,2022,2022-04-25 04:22:39.445333,2022-04-25,262,2022-04-25 04:48:38.976532+00:00,288,-26
20221EX40,2022,2022-04-17 04:36:38.965333,2022-04-17,276,2022-04-17 05:05:19.954960+00:00,305,-29
20221EX40,2022,2022-04-18 04:35:16.389333,2022-04-18,275,2022-04-18 05:03:11.676458+00:00,303,-28
20221EX41,2022,2022-04-16 04:39:32.512000,2022-04-16,279,2022-04-16 05:07:29.023067+00:00,307,-28
20221EX41,2022,2022-04-17 04:33:44.586667,2022-04-17,273,2022-04-17 05:05:19.954960+00:00,305,-32
20221EX41,2022,2022-04-18 04:38:01.664000,2022-04-18,278,2022-04-18 05:03:11.676458+00:00,303,-25
20221EX43,2022,2022-04-17 04:34:05.906667,2022-04-17,274,2022-04-17 05:05:19.954960+00:00,305,-31
20221EX43,2022,2022-04-18 04:36:04.520000,2022-04-18,276,2022-04-18 05:03:11.676458+00:00,303,-27
20221EX55,2022,2022-04-06 05:02:59.328000,2022-04-06,302,2022-04-06 05:29:35.445039+00:00,329,-27
20221EX55,2022,2022-04-07 04:54:46.253333,2022-04-07,294,2022-04-07 05:27:20.384224+00:00,327,-33
20221EX55,2022,2022-04-08 04:52:34.784000,2022-04-08,292,2022-04-08 05:25:05.773430+00:00,325,-33
20221EX55,2022,2022-04-09 04:50:13.693333,2022-04-09,290,2022-04-09 05:22:51.644800+00:00,322,-32
20221EX55,2022,2022-04-10 04:48:05.784000,2022-04-10,288,2022-04-10 05:20:38.030821+00:00,320,-32
20221EX55,2022,2022-04-11 04:50:06.944000,2022-04-11,290,2022-04-11 05:18:24.964349+00:00,318,-28
20221EX55,2022,2022-04-13 04:41:44.672000,2022-04-13,281,2022-04-13 05:14:00.607320+00:00,314,-33
20221EX55,2022,2022-04-14 04:41:09.872000,2022-04-14,281,2022-04-14 05:11:49.384513+00:00,311,-30
20221EX55,2022,2022-04-15 04:35:52.546667,2022-04-15,275,2022-04-15 05:09:38.844755+00:00,309,-34
20221EX59,2022,2022-04-23 04:24:16.085333,2022-04-23,264,2022-04-23 04:52:43.426672+00:00,292,-28
20221EX59,2022,2022-04-24 04:22:39.813333,2022-04-24,262,2022-04-24 04:50:40.672918+00:00,290,-28
20221EX59,2022,2022-04-25 04:26:56.736000,2022-04-25,266,2022-04-25 04:48:38.976532+00:00,288,-22
20221EX60,2022,2022-04-15 04:44:31.760000,2022-04-15,284,2022-04-15 05:09:38.844755+00:00,309,-25
20221EX60,2022,2022-04-16 04:35:35.748000,2022-04-16,275,2022-04-16 05:07:29.023067+00:00,307,-32
20221EX60,2022,2022-04-17 04:41:38.560000,2022-04-17,281,2022-04-17 05:05:19.954960+00:00,305,-24
20221EX62,2022,2022-04-21 04:26:19.200000,2022-04-21,266,2022-04-21 04:56:51.946833+00:00,296,-30
20221EX62,2022,2022-04-22 04:40:36.912000,2022-04-22,280,2022-04-22 04:54:47.197779+00:00,294,-14
20221EX62,2022,2022-04-23 04:30:26.944000,2022-04-23,270,2022-04-23 04:52:43.426672+00:00,292,-22
20221EX62B,2022,2022-05-03 05:02:31.610667,2022-05-03,302,2022-05-03 04:33:08.477034+00:00,273,29
20221EX62B,2022,2022-05-04 05:24:49.450667,2022-05-04,324,2022-05-04 04:31:18.200067+00:00,271,53
20221EX62C,2022,2022-04-19 04:28:48.896000,2022-04-19,268,2022-04-19 05:01:04.224113+00:00,301,-33
20221EX62C,2022,2022-04-20 04:37:03.069333,2022-04-20,277,2022-04-20 04:58:57.635019+00:00,298,-21
20221EX62C,2022,2022-04-21 04:29:15.786667,2022-04-21,269,2022-04-21 04:56:51.946833+00:00,296,-27
20221EX62E,2022,2022-04-19 04:24:30.846667,2022-04-19,264,2022-04-19 05:01:04.224113+00:00,301,-37
20221EX62E,2022,2022-04-20 04:27:21.876000,2022-04-20,267,2022-04-20 04:58:57.635019+00:00,298,-31
20221EX62E,2022,2022-04-21 04:21:48.272000,2022-04-21,261,2022-04-21 04:56:51.946833+00:00,296,-35
20221EX62G,2022,2022-04-19 04:20:54.240000,2022-04-19,260,2022-04-19 05:01:04.224113+00:00,301,-41
20221EX62G,2022,2022-04-20 04:30:14.176000,2022-04-20,270,2022-04-20 04:58:57.635019+00:00,298,-28
20221EX62G,2022,2022-04-21 04:22:19.296000,2022-04-21,262,2022-04-21 04:56:51.946833+00:00,296,-34
20221MP42,2022,2022-04-14 04:46:00.768000,2022-04-14,286,2022-04-14 05:11:49.384513+00:00,311,-25
20221MP42,2022,2022-04-15 04:39:32.480000,2022-04-15,279,2022-04-15 05:09:38.844755+00:00,309,-30
20221MP42,2022,2022-04-16 04:41:25.984000,2022-04-16,281,2022-04-16 05:07:29.023067+00:00,307,-26
20221MP49,2022,2022-04-20 04:39:28.762667,2022-04-20,279,2022-04-20 04:58:57.635019+00:00,298,-19
20221MP49,2022,2022-04-21 04:48:59.349333,2022-04-21,288,2022-04-21 04:56:51.946833+00:00,296,-8
20221MP49,2022,2022-04-22 05:10:40.960000,2022-04-22,310,2022-04-22 04:54:47.197779+00:00,294,16
20221MP55,2022,2022-04-09 04:54:30.222667,2022-04-09,294,2022-04-09 05:22:51.644800+00:00,322,-28
20221MP55,2022,2022-04-10 04:49:20.576000,2022-04-10,289,2022-04-10 05:20:38.030821+00:00,320,-31
20221MP55,2022,2022-04-11 04:47:58.954667,2022-04-11,287,2022-04-11 05:18:24.964349+00:00,318,-31
20221MP55,2022,2022-04-13 04:46:54.933333,2022-04-13,286,2022-04-13 05:14:00.607320+00:00,314,-28
20221MP55,2022,2022-04-14 04:42:02.144000,2022-04-14,282,2022-04-14 05:11:49.384513+00:00,311,-29
20221MP56,2022,2022-04-01 05:43:59.804000,2022-04-01,343,2022-04-01 05:40:56.395658+00:00,340,3
20221MP56,2022,2022-04-02 05:33:56.544000,2022-04-02,333,2022-04-02 05:38:39.556442+00:00,338,-5
20221MP56,2022,2022-04-03 05:32:08.528000,2022-04-03,332,2022-04-03 05:36:23.010883+00:00,336,-4
20221MP56,2022,2022-04-05 05:06:33.920000,2022-04-05,306,2022-04-05 05:31:50.924057+00:00,331,-25
20221MP56,2022,2022-04-06 05:05:16.800000,2022-04-06,305,2022-04-06 05:29:35.445039+00:00,329,-24
20221MP56,2022,2022-04-07 05:19:38.997333,2022-04-07,319,2022-04-07 05:27:20.384224+00:00,327,-8
20221MP56,2022,2022-04-08 05:20:11.221333,2022-04-08,320,2022-04-08 05:25:05.773430+00:00,325,-5
20221MP58,2022,2022-04-15 05:00:04.644000,2022-04-15,300,2022-04-15 05:09:38.844755+00:00,309,-9
20221MP58,2022,2022-04-16 04:59:21.546667,2022-04-16,299,2022-04-16 05:07:29.023067+00:00,307,-8
20221MP58,2022,2022-04-17 04:39:26.252000,2022-04-17,279,2022-04-17 05:05:19.954960+00:00,305,-26
20221MP58,2022,2022-04-18 04:45:42.570667,2022-04-18,285,2022-04-18 05:03:11.676458+00:00,303,-18
20221MP58,2022,2022-04-19 04:37:18.058667,2022-04-19,277,2022-04-19 05:01:04.224113+00:00,301,-24
20221MP63,2022,2022-04-12 04:55:55.200000,2022-04-12,295,2022-04-12 05:16:12.478629+00:00,316,-21
20221MP63,2022,2022-04-13 04:44:23.696000,2022-04-13,284,2022-04-13 05:14:00.607320+00:00,314,-30
20221MP63,2022,2022-04-14 04:38:39.594667,2022-04-14,278,2022-04-14 05:11:49.384513+00:00,311,-33
20221MP65,2022,2022-04-14 04:40:04.714667,2022-04-14,280,2022-04-14 05:11:49.384513+00:00,311,-31
20221MP65,2022,2022-04-15 04:39:12.216000,2022-04-15,279,2022-04-15 05:09:38.844755+00:00,309,-30
20221MP65,2022,2022-04-16 04:45:28.106667,2022-04-16,285,2022-04-16 05:07:29.023067+00:00,307,-22
20221MP69,2022,2022-04-09 04:58:11.413333,2022-04-09,298,2022-04-09 05:22:51.644800+00:00,322,-24
20221MP69,2022,2022-04-10 04:53:23.882667,2022-04-10,293,2022-04-10 05:20:38.030821+00:00,320,-27
20221MP69,2022,2022-04-11 04:54:59.328000,2022-04-11,294,2022-04-11 05:18:24.964349+00:00,318,-24
20221MP74,2022,2022-04-10 04:48:55.253333,2022-04-10,288,2022-04-10 05:20:38.030821+00:00,320,-32
20221MP74,2022,2022-04-11 04:47:16.138667,2022-04-11,287,2022-04-11 05:18:24.964349+00:00,318,-31
20221MP74,2022,2022-04-12 04:50:35.050667,2022-04-12,290,2022-04-12 05:16:12.478629+00:00,316,-26
20221MP74,2022,2022-04-13 04:42:51.050667,2022-04-13,282,2022-04-13 05:14:00.607320+00:00,314,-32
20221MP74,2022,2022-04-14 04:37:16.800000,2022-04-14,277,2022-04-14 05:11:49.384513+00:00,311,-34
20221MP76,2022,2022-04-09 04:59:00.746667,2022-04-09,299,2022-04-09 05:22:51.644800+00:00,322,-23
20221MP76,2022,2022-04-10 04:48:59.613333,2022-04-10,288,2022-04-10 05:20:38.030821+00:00,320,-32
20221MP76,2022,2022-04-11 04:47:56.786667,2022-04-11,287,2022-04-11 05:18:24.964349+00:00,318,-31
20221MP76,2022,2022-04-12 05:25:38.466667,2022-04-12,325,2022-04-12 05:16:12.478629+00:00,316,9
20221MP76,2022,2022-04-13 04:44:28.368000,2022-04-13,284,2022-04-13 05:14:00.607320+00:00,314,-30
20221MP76,2022,2022-04-14 04:31:20.134667,2022-04-14,271,2022-04-14 05:11:49.384513+00:00,311,-40
20221MP77,2022,2022-04-05 05:23:17.120000,2022-04-05,323,2022-04-05 05:31:50.924057+00:00,331,-8
20221MP79,2022,2022-04-11 04:50:17.568000,2022-04-11,290,2022-04-11 05:18:24.964349+00:00,318,-28
20221MP79,2022,2022-04-12 04:58:59.936000,2022-04-12,298,2022-04-12 05:16:12.478629+00:00,316,-18
20221MP79,2022,2022-04-13 04:46:52.224000,2022-04-13,286,2022-04-13 05:14:00.607320+00:00,314,-28
20221MP79,2022,2022-04-14 04:44:27.440000,2022-04-14,284,2022-04-14 05:11:49.384513+00:00,311,-27
20221MP89,2022,2022-04-19 04:37:01.813333,2022-04-19,277,2022-04-19 05:01:04.224113+00:00,301,-24
20221MP89,2022,2022-04-20 04:39:43.360000,2022-04-20,279,2022-04-20 04:58:57.635019+00:00,298,-19
20221MP89,2022,2022-04-21 04:43:52.192000,2022-04-21,283,2022-04-21 04:56:51.946833+00:00,296,-13
20221MP92,2022,2022-04-22 04:29:04.384000,2022-04-22,269,2022-04-22 04:54:47.197779+00:00,294,-25
20221MP92,2022,2022-04-23 04:25:02.112000,2022-04-23,265,2022-04-23 04:52:43.426672+00:00,292,-27
20221MP92,2022,2022-04-24 04:21:04.480000,2022-04-24,261,2022-04-24 04:50:40.672918+00:00,290,-29
